,date,temp,dir,vel,hr,skt,temp_byers,dir_byers,vel_byers,hr_byers,skt_byers
113463,2014-11-19 21:00:00,-2.71,292.0,,77.4,-1.29,0,0,0,0,0
113466,2014-11-20 00:00:00,-2.29,333.0,,91.5,-1.43,0,0,0,0,0
113469,2014-11-20 03:00:00,-1.33,11.0,,97.8,-1.5,0,0,0,0,0
113472,2014-11-20 06:00:00,-0.34,327.0,,98.1,-1.54,0,0,0,0,0
113475,2014-11-20 09:00:00,-0.51,287.0,,98.1,-1.39,0,0,0,0,0
113478,2014-11-20 12:00:00,-0.8,267.0,,97.1,-1.02,0,0,0,0,0
113481,2014-11-20 15:00:00,-0.8,282.0,,95.3,-0.74,0,0,0,0,0
113484,2014-11-20 18:00:00,-0.61,314.0,,97.7,-0.54,0,0,0,0,0
113487,2014-11-20 21:00:00,-0.24,308.0,,98.2,-0.6,0,0,0,0,0
113490,2014-11-21 00:00:00,-0.74,282.0,,98.3,-0.69,0,0,0,0,0
113493,2014-11-21 03:00:00,-1.07,279.0,,98.1,-0.72,0,0,0,0,0
113496,2014-11-21 06:00:00,-1.1,0.0,,98.0,-0.67,0,0,0,0,0
113499,2014-11-21 09:00:00,-0.94,0.0,,97.8,-0.53,0,0,0,0,0
113502,2014-11-21 12:00:00,-0.77,0.0,,97.6,-0.35,0,0,0,0,0
113505,2014-11-21 15:00:00,-0.77,0.0,,97.1,-0.25,0,0,0,0,0
113508,2014-11-21 18:00:00,-0.94,0.0,,96.0,-0.21,0,0,0,0,0
113511,2014-11-21 21:00:00,-1.17,0.0,,97.4,-0.23,0,0,0,0,0
113514,2014-11-22 00:00:00,-1.56,0.0,,97.0,-0.25,0,0,0,0,0
113517,2014-11-22 03:00:00,-3.77,47.0,,95.4,-0.31,0,0,0,0,0
113520,2014-11-22 06:00:00,-3.24,0.0,,94.3,-0.32,0,0,0,0,0
113523,2014-11-22 09:00:00,-2.98,0.0,,92.5,-0.32,0,0,0,0,0
113526,2014-11-22 12:00:00,-1.59,0.0,,91.4,-0.24,0,0,0,0,0
113529,2014-11-22 15:00:00,-2.58,264.0,,96.0,-0.21,0,0,0,0,0
113532,2014-11-22 18:00:00,-3.14,263.0,,96.3,-0.19,0,0,0,0,0
113535,2014-11-22 21:00:00,-2.78,261.0,,96.8,-0.18,0,0,0,0,0
113538,2014-11-23 00:00:00,-3.14,0.0,,96.7,-0.18,0,0,0,0,0
113541,2014-11-23 03:00:00,-6.33,0.0,,94.5,-0.19,0,0,0,0,0
113544,2014-11-23 06:00:00,-3.0,248.0,,91.3,-0.17,0,0,0,0,0
113547,2014-11-23 09:00:00,-2.65,0.0,,82.4,-0.13,0,0,0,0,0
113550,2014-11-23 12:00:00,-2.22,0.0,,80.6,-0.12,0,0,0,0,0
113553,2014-11-23 15:00:00,-1.17,0.0,,90.3,-0.13,0,0,0,0,0
113556,2014-11-23 18:00:00,-2.81,0.0,,79.9,-0.14,0,0,0,0,0
113559,2014-11-23 21:00:00,-4.2,70.0,,82.8,-0.15,0,0,0,0,0
113562,2014-11-24 00:00:00,-4.06,74.0,,79.2,-0.15,0,0,0,0,0
113565,2014-11-24 03:00:00,-3.76,73.0,,84.0,-0.15,0,0,0,0,0
113568,2014-11-24 06:00:00,-4.03,0.0,,93.8,-0.13,0,0,0,0,0
113571,2014-11-24 09:00:00,-3.18,0.0,,95.5,-0.1,0,0,0,0,0
113574,2014-11-24 12:00:00,-2.95,104.0,,93.8,-0.11,0,0,0,0,0
113577,2014-11-24 15:00:00,-2.98,104.0,,96.3,-0.12,0,0,0,0,0
113580,2014-11-24 18:00:00,-3.08,106.0,,95.8,-0.14,0,0,0,0,0
113583,2014-11-24 21:00:00,-2.68,0.0,,90.1,-0.13,0,0,0,0,0
113586,2014-11-25 00:00:00,-2.85,0.0,,93.3,-0.14,0,0,0,0,0
113589,2014-11-25 03:00:00,-2.48,0.0,,87.3,-0.14,0,0,0,0,0
113592,2014-11-25 06:00:00,-2.71,107.0,,90.0,-0.16,0,0,0,0,0
113595,2014-11-25 09:00:00,-2.88,80.0,,94.6,-0.21,0,0,0,0,0
113598,2014-11-25 12:00:00,-2.75,73.0,,92.4,-0.2,0,0,0,0,0
113601,2014-11-25 15:00:00,-2.25,63.0,,86.0,-0.17,0,0,0,0,0
113604,2014-11-25 18:00:00,-2.95,60.0,,79.7,-0.19,0,0,0,0,0
113607,2014-11-25 21:00:00,-3.83,53.0,,80.8,-0.2,0,0,0,0,0
113610,2014-11-26 00:00:00,-3.8,0.0,,80.3,-0.23,0,0,0,0,0
113613,2014-11-26 03:00:00,-5.84,0.0,,84.3,-0.26,0,0,0,0,0
113616,2014-11-26 06:00:00,-4.19,0.0,,82.1,-0.25,0,0,0,0,0
113619,2014-11-26 09:00:00,-2.25,0.0,,76.4,-0.21,0,0,0,0,0
113622,2014-11-26 12:00:00,-2.55,0.0,,77.8,-0.18,0,0,0,0,0
113625,2014-11-26 15:00:00,-2.29,0.0,,81.7,-0.16,0,0,0,0,0
113628,2014-11-26 18:00:00,-1.59,0.0,,78.9,-0.14,0,0,0,0,0
113631,2014-11-26 21:00:00,-3.21,0.0,,83.0,-0.2,0,0,0,0,0
113634,2014-11-27 00:00:00,-5.67,353.0,,85.8,-0.26,0,0,0,0,0
113637,2014-11-27 03:00:00,-2.91,341.0,,78.2,-0.29,0,0,0,0,0
113640,2014-11-27 06:00:00,-2.68,350.0,,82.1,-0.51,0,0,0,0,0
113643,2014-11-27 09:00:00,-1.99,16.0,,94.6,-0.69,0,0,0,0,0
113646,2014-11-27 12:00:00,-1.27,23.0,,97.9,-0.63,0,0,0,0,0
113649,2014-11-27 15:00:00,0.12,357.0,,98.2,-0.52,0,0,0,0,0
113652,2014-11-27 18:00:00,0.32,356.0,,98.2,-0.4,0,0,0,0,0
113655,2014-11-27 21:00:00,0.12,15.0,,98.7,-0.47,0,0,0,0,0
113658,2014-11-28 00:00:00,0.09,4.0,,98.9,-0.54,0,0,0,0,0
113661,2014-11-28 03:00:00,0.58,357.0,,98.7,-0.39,0,0,0,0,0
113664,2014-11-28 06:00:00,1.04,334.0,,98.5,-0.19,0,0,0,0,0
113667,2014-11-28 09:00:00,-0.21,0.0,,98.3,-0.07,0,0,0,0,0
113670,2014-11-28 12:00:00,-0.71,280.0,,97.9,0.0,0,0,0,0,0
113673,2014-11-28 15:00:00,-1.21,263.0,,97.7,0.0,0,0,0,0,0
113676,2014-11-28 18:00:00,-2.19,313.0,,98.0,-0.01,0,0,0,0,0
113679,2014-11-28 21:00:00,-2.06,15.0,,98.2,-0.03,0,0,0,0,0
113682,2014-11-29 00:00:00,-0.94,0.0,,98.6,-0.03,0,0,0,0,0
113685,2014-11-29 03:00:00,-1.03,0.0,,98.2,-0.02,0,0,0,0,0
113688,2014-11-29 06:00:00,-1.07,312.0,,97.7,-0.01,0,0,0,0,0
113691,2014-11-29 09:00:00,-0.54,298.0,,95.6,0.04,0,0,0,0,0
113694,2014-11-29 12:00:00,-0.55,292.0,,94.0,0.07,0,0,0,0,0
113697,2014-11-29 15:00:00,-0.65,289.0,,91.9,0.04,0,0,0,0,0
113700,2014-11-29 18:00:00,-0.85,280.0,,88.0,0.01,0,0,0,0,0
113703,2014-11-29 21:00:00,-1.1,0.0,,92.0,0.01,0,0,0,0,0
113706,2014-11-30 00:00:00,-1.53,0.0,,95.1,0.01,0,0,0,0,0
113709,2014-11-30 03:00:00,-1.79,0.0,,92.0,-0.01,0,0,0,0,0
113712,2014-11-30 06:00:00,-1.63,0.0,,87.0,0.01,0,0,0,0,0
113715,2014-11-30 09:00:00,-0.91,0.0,,81.9,0.08,0,0,0,0,0
113718,2014-11-30 12:00:00,0.27,0.0,,77.6,0.08,0,0,0,0,0
113721,2014-11-30 15:00:00,-0.95,58.0,,85.2,0.05,0,0,0,0,0
113724,2014-11-30 18:00:00,-1.8,62.0,,86.7,0.03,0,0,0,0,0
113727,2014-11-30 21:00:00,-2.39,64.0,,87.3,-0.01,0,0,0,0,0
113730,2014-12-01 00:00:00,-2.85,0.0,,87.3,-0.02,0,0,0,0,0
113733,2014-12-01 03:00:00,-3.14,0.0,,85.2,-0.02,0,0,0,0,0
113736,2014-12-01 06:00:00,-3.18,0.0,,84.7,-0.04,0,0,0,0,0
113739,2014-12-01 09:00:00,-2.55,13.0,,80.9,-0.04,0,0,0,0,0
113742,2014-12-01 12:00:00,-1.53,357.0,,87.5,0.0,0,0,0,0,0
113745,2014-12-01 15:00:00,-0.94,0.0,,86.0,0.01,0,0,0,0,0
113748,2014-12-01 18:00:00,0.67,352.0,,76.7,0.04,0,0,0,0,0
113751,2014-12-01 21:00:00,-2.71,0.0,,90.7,-0.02,0,0,0,0,0
113754,2014-12-02 00:00:00,-1.86,0.0,,85.6,-0.03,0,0,0,0,0
113757,2014-12-02 03:00:00,-2.19,0.0,,86.6,-0.02,0,0,0,0,0
113760,2014-12-02 06:00:00,-1.99,0.0,,85.1,-0.02,0,0,0,0,0
113763,2014-12-02 09:00:00,-1.86,287.0,,84.5,-0.04,0,0,0,0,0
113766,2014-12-02 12:00:00,-1.56,273.0,,86.1,-0.02,0,0,0,0,0
113769,2014-12-02 15:00:00,-1.96,265.0,,84.8,-0.03,0,0,0,0,0
113772,2014-12-02 18:00:00,-1.86,237.0,,82.8,0.0,0,0,0,0,0
113775,2014-12-02 21:00:00,-2.71,235.0,,83.2,-0.05,0,0,0,0,0
113778,2014-12-03 00:00:00,-3.08,235.0,,79.6,-0.05,0,0,0,0,0
113781,2014-12-03 03:00:00,-3.37,218.0,,85.4,-0.05,0,0,0,0,0
113784,2014-12-03 06:00:00,-3.57,232.0,,73.6,-0.06,0,0,0,0,0
113787,2014-12-03 09:00:00,-4.1,229.0,,72.7,-0.07,0,0,0,0,0
113790,2014-12-03 12:00:00,-2.88,224.0,,75.8,-0.05,0,0,0,0,0
113793,2014-12-03 15:00:00,-2.65,225.0,,74.7,-0.04,0,0,0,0,0
113796,2014-12-03 18:00:00,-2.91,223.0,,76.8,-0.07,0,0,0,0,0
113799,2014-12-03 21:00:00,-4.0,228.0,,80.1,-0.09,0,0,0,0,0
113802,2014-12-04 00:00:00,-3.3,0.0,,79.4,-0.08,0,0,0,0,0
113805,2014-12-04 03:00:00,-3.47,0.0,,79.0,-0.07,0,0,0,0,0
113808,2014-12-04 06:00:00,-2.52,0.0,,85.3,-0.06,0,0,0,0,0
113811,2014-12-04 09:00:00,-1.53,0.0,,91.4,-0.03,0,0,0,0,0
113814,2014-12-04 12:00:00,-0.58,263.0,,96.5,0.01,0,0,0,0,0
113817,2014-12-04 15:00:00,-0.06,259.0,,96.2,0.03,0,0,0,0,0
113820,2014-12-04 18:00:00,-0.28,259.0,,97.1,0.01,0,0,0,0,0
113823,2014-12-04 21:00:00,-0.38,259.0,,96.6,-0.01,0,0,0,0,0
113826,2014-12-05 00:00:00,-0.34,264.0,,88.6,-0.02,0,0,0,0,0
113829,2014-12-05 03:00:00,-0.54,324.0,,95.3,-0.02,0,0,0,0,0
113832,2014-12-05 06:00:00,-0.77,7.0,,96.9,-0.02,0,0,0,0,0
113835,2014-12-05 09:00:00,0.09,45.0,,94.0,0.01,0,0,0,0,0
113838,2014-12-05 12:00:00,1.01,42.0,,93.4,0.02,0,0,0,0,0
113841,2014-12-05 15:00:00,0.15,0.0,,97.0,0.01,0,0,0,0,0
113844,2014-12-05 18:00:00,-0.02,296.0,,95.4,0.03,0,0,0,0,0
113847,2014-12-05 21:00:00,-0.31,292.0,,97.5,0.01,0,0,0,0,0
113850,2014-12-06 00:00:00,-0.67,277.0,,98.1,0.0,0,0,0,0,0
113853,2014-12-06 03:00:00,-1.17,298.0,,98.4,0.0,0,0,0,0,0
113856,2014-12-06 06:00:00,-0.57,324.0,,98.3,0.02,0,0,0,0,0
113859,2014-12-06 09:00:00,0.28,0.0,,91.8,0.05,0,0,0,0,0
113862,2014-12-06 12:00:00,0.93,0.0,,83.5,0.1,0,0,0,0,0
113865,2014-12-06 15:00:00,-0.03,0.0,,90.3,0.04,0,0,0,0,0
113868,2014-12-06 18:00:00,0.74,57.0,,91.6,0.03,0,0,0,0,0
113871,2014-12-06 21:00:00,1.04,67.0,,91.9,0.01,0,0,0,0,0
113874,2014-12-07 00:00:00,0.15,51.0,,96.2,0.01,0,0,0,0,0
113877,2014-12-07 03:00:00,-0.34,44.0,,96.8,0.0,0,0,0,0,0
113880,2014-12-07 06:00:00,-0.34,47.0,,97.3,0.0,0,0,0,0,0
113883,2014-12-07 09:00:00,0.15,49.0,,94.6,0.04,0,0,0,0,0
113886,2014-12-07 12:00:00,0.09,54.0,,96.7,0.04,0,0,0,0,0
113889,2014-12-07 15:00:00,0.12,53.0,,97.1,0.04,0,0,0,0,0
113892,2014-12-07 18:00:00,0.35,50.0,,94.1,0.03,0,0,0,0,0
113895,2014-12-07 21:00:00,0.15,0.0,,93.4,0.01,0,0,0,0,0
113898,2014-12-08 00:00:00,0.05,0.0,,93.9,0.01,0,0,0,0,0
113901,2014-12-08 03:00:00,-0.61,0.0,,94.8,0.02,0,0,0,0,0
113904,2014-12-08 06:00:00,-0.38,0.0,,96.6,0.05,0,0,0,0,0
113907,2014-12-08 09:00:00,-0.77,0.0,,96.7,0.05,0,0,0,0,0
113910,2014-12-08 12:00:00,0.81,0.0,,89.5,0.05,0,0,0,0,0
113913,2014-12-08 15:00:00,1.32,0.0,,87.1,0.05,0,0,0,0,0
113916,2014-12-08 18:00:00,-1.04,0.0,,95.1,0.02,0,0,0,0,0
113919,2014-12-08 21:00:00,-1.5,0.0,,95.2,0.0,0,0,0,0,0
113922,2014-12-09 00:00:00,-1.53,0.0,,93.4,0.01,0,0,0,0,0
113925,2014-12-09 03:00:00,-1.43,0.0,,88.3,0.01,0,0,0,0,0
113928,2014-12-09 06:00:00,-1.3,0.0,,81.4,0.0,0,0,0,0,0
113931,2014-12-09 09:00:00,-1.33,0.0,,84.6,0.01,0,0,0,0,0
113934,2014-12-09 12:00:00,-0.67,0.0,,79.7,0.02,0,0,0,0,0
113937,2014-12-09 15:00:00,-0.28,0.0,,82.3,0.03,0,0,0,0,0
113940,2014-12-09 18:00:00,-0.61,0.0,,79.6,0.0,0,0,0,0,0
113943,2014-12-09 21:00:00,-0.94,327.0,,95.1,0.0,0,0,0,0,0
113946,2014-12-10 00:00:00,-0.21,320.0,,97.1,0.01,0,0,0,0,0
113949,2014-12-10 03:00:00,-0.41,348.0,,98.2,0.0,0,0,0,0,0
113952,2014-12-10 06:00:00,-0.31,0.0,,98.4,0.02,0,0,0,0,0
113955,2014-12-10 09:00:00,-0.24,0.0,,98.4,0.02,0,0,0,0,0
113958,2014-12-10 12:00:00,-0.02,0.0,,97.3,0.05,0,0,0,0,0
113961,2014-12-10 15:00:00,-1.03,264.0,,95.9,0.03,0,0,0,0,0
113964,2014-12-10 18:00:00,-0.41,283.0,,91.4,0.03,0,0,0,0,0
113967,2014-12-10 21:00:00,-0.64,290.0,,89.8,0.02,0,0,0,0,0
113970,2014-12-11 00:00:00,-1.1,299.0,,96.5,-0.02,0,0,0,0,0
113973,2014-12-11 03:00:00,-1.07,297.0,,97.2,0.0,0,0,0,0,0
113976,2014-12-11 06:00:00,-0.97,297.0,,92.7,0.0,0,0,0,0,0
113979,2014-12-11 09:00:00,-0.67,276.0,,89.9,0.02,0,0,0,0,0
113982,2014-12-11 12:00:00,-0.9,273.0,,90.3,0.02,0,0,0,0,0
113985,2014-12-11 15:00:00,-0.67,0.0,,88.5,0.03,0,0,0,0,0
113988,2014-12-11 18:00:00,-0.9,214.0,,86.3,0.03,0,0,0,0,0
113991,2014-12-11 21:00:00,-1.83,221.0,,87.6,-0.01,0,0,0,0,0
113994,2014-12-12 00:00:00,-1.56,219.0,,91.7,-0.02,0,0,0,0,0
113997,2014-12-12 03:00:00,-2.45,229.0,,88.7,-0.01,0,0,0,0,0
114000,2014-12-12 06:00:00,-2.19,231.0,,87.0,-0.02,0,0,0,0,0
114003,2014-12-12 09:00:00,-1.99,229.0,,82.7,0.0,0,0,0,0,0
114006,2014-12-12 12:00:00,-1.56,231.0,,84.6,0.01,0,0,0,0,0
114009,2014-12-12 15:00:00,-1.17,225.0,,84.3,0.01,0,0,0,0,0
114012,2014-12-12 18:00:00,-1.23,224.0,,82.7,0.01,0,0,0,0,0
114015,2014-12-12 21:00:00,-2.35,218.0,,87.3,-0.01,0,0,0,0,0
114018,2014-12-13 00:00:00,-2.42,230.0,,85.2,-0.02,0,0,0,0,0
114021,2014-12-13 03:00:00,-2.35,0.0,0.0,83.3,-0.02,0,0,0,0,0
114024,2014-12-13 06:00:00,-2.35,0.0,0.0,82.6,-0.01,0,0,0,0,0
114027,2014-12-13 09:00:00,-1.56,0.0,0.0,79.3,-0.01,0,0,0,0,0
114030,2014-12-13 12:00:00,-0.78,0.0,0.0,75.5,0.01,0,0,0,0,0
114033,2014-12-13 15:00:00,-0.55,0.0,0.0,73.2,0.02,0,0,0,0,0
114036,2014-12-13 18:00:00,-1.17,0.0,0.0,78.6,-0.01,0,0,0,0,0
114039,2014-12-13 21:00:00,-1.53,0.0,0.0,82.2,-0.02,0,0,0,0,0
114042,2014-12-14 00:00:00,-1.53,0.0,0.0,87.0,-0.03,0,0,0,0,0
114045,2014-12-14 03:00:00,-1.43,347.0,0.0,90.8,-0.02,0,0,0,0,0
114048,2014-12-14 06:00:00,-0.9,2.0,0.0,94.5,0.0,0,0,0,0,0
114051,2014-12-14 09:00:00,-0.08,0.0,0.0,93.8,0.01,0,0,0,0,0
114054,2014-12-14 12:00:00,,3.0,4.9,,,0,0,0,0,0
114057,2014-12-14 15:00:00,0.4,306.0,3.0,91.9,0.07,0,0,0,0,0
114060,2014-12-14 18:00:00,-0.19,261.0,3.9,94.4,0.04,0,0,0,0,0
114063,2014-12-14 21:00:00,-0.24,283.0,3.9,95.4,0.02,0,0,0,0,0
114066,2014-12-15 00:00:00,-0.15,321.0,4.4,96.7,0.02,0,0,0,0,0
114069,2014-12-15 03:00:00,0.42,271.0,8.4,97.0,0.01,0,0,0,0,0
114072,2014-12-15 06:00:00,0.45,263.0,6.8,97.2,0.01,0,0,0,0,0
114075,2014-12-15 09:00:00,-0.18,262.0,8.8,97.5,0.05,0,0,0,0,0
114078,2014-12-15 12:00:00,0.21,262.0,6.5,94.4,0.08,0,0,0,0,0
114081,2014-12-15 15:00:00,0.44,281.0,5.2,90.4,0.06,0,0,0,0,0
114084,2014-12-15 18:00:00,0.53,288.0,6.7,88.7,0.03,0,0,0,0,0
114087,2014-12-15 21:00:00,0.8,278.0,4.7,87.6,0.02,0,0,0,0,0
114090,2014-12-16 00:00:00,-0.11,318.0,4.3,93.4,0.01,0,0,0,0,0
114093,2014-12-16 03:00:00,-0.54,338.0,2.2,95.3,0.0,0,0,0,0,0
114096,2014-12-16 06:00:00,-0.38,341.0,3.4,95.9,0.02,0,0,0,0,0
114099,2014-12-16 09:00:00,0.08,320.0,2.3,96.2,0.06,0,0,0,0,0
114102,2014-12-16 12:00:00,0.27,326.0,2.6,95.5,0.05,0,0,0,0,0
114105,2014-12-16 15:00:00,0.24,272.0,4.0,93.0,0.05,0,0,0,0,0
114108,2014-12-16 18:00:00,0.04,284.0,3.3,93.7,0.03,0,0,0,0,0
114111,2014-12-16 21:00:00,-0.28,314.0,2.6,95.7,0.02,0,0,0,0,0
114114,2014-12-17 00:00:00,-0.77,323.0,2.5,96.5,0.01,0,0,0,0,0
114117,2014-12-17 03:00:00,-1.4,281.0,2.4,96.9,-0.01,0,0,0,0,0
114120,2014-12-17 06:00:00,-0.41,282.0,3.7,96.9,0.02,0,0,0,0,0
114123,2014-12-17 09:00:00,-0.05,256.0,4.4,96.9,0.03,0,0,0,0,0
114126,2014-12-17 12:00:00,-0.05,260.0,5.1,96.8,0.04,0,0,0,0,0
114129,2014-12-17 15:00:00,-0.05,264.0,4.8,96.8,0.03,0,0,0,0,0
114132,2014-12-17 18:00:00,-0.09,245.0,4.2,96.6,0.03,0,0,0,0,0
114135,2014-12-17 21:00:00,-0.57,244.0,3.7,96.7,0.01,0,0,0,0,0
114138,2014-12-18 00:00:00,-1.17,226.0,3.4,96.7,-0.01,0,0,0,0,0
114141,2014-12-18 03:00:00,-1.3,225.0,1.9,96.3,-0.01,0,0,0,0,0
114144,2014-12-18 06:00:00,-0.84,246.0,1.9,96.5,0.01,0,0,0,0,0
114147,2014-12-18 09:00:00,1.29,51.0,1.0,94.5,0.09,0,0,0,0,0
114150,2014-12-18 12:00:00,0.76,38.0,4.4,93.4,0.06,0,0,0,0,0
114153,2014-12-18 15:00:00,1.23,53.0,4.3,83.3,0.09,0,0,0,0,0
114156,2014-12-18 18:00:00,0.24,44.0,5.5,83.7,0.03,0,0,0,0,0
114159,2014-12-18 21:00:00,-0.51,40.0,3.2,86.4,0.01,0,0,0,0,0
114162,2014-12-19 00:00:00,-1.33,255.0,2.1,93.1,-0.02,0,0,0,0,0
114165,2014-12-19 03:00:00,-1.36,136.0,4.0,93.1,-0.01,0,0,0,0,0
114168,2014-12-19 06:00:00,-1.76,127.0,3.3,96.2,0.0,0,0,0,0,0
114171,2014-12-19 09:00:00,-1.43,181.0,4.2,96.3,0.0,0,0,0,0,0
114174,2014-12-19 12:00:00,-0.8,203.0,4.6,93.0,-0.02,0,0,0,0,0
114177,2014-12-19 15:00:00,-0.47,189.0,4.4,90.9,-0.02,0,0,0,0,0
114180,2014-12-19 18:00:00,-0.41,186.0,4.4,89.4,-0.05,0,0,0,0,0
114183,2014-12-19 21:00:00,-0.87,185.0,2.2,90.0,-0.07,0,0,0,0,0
114186,2014-12-20 00:00:00,-1.92,298.0,1.4,93.6,-0.05,0,0,0,0,0
114189,2014-12-20 03:00:00,-4.08,205.0,2.4,94.3,-0.26,0,0,0,0,0
114192,2014-12-20 06:00:00,-1.17,224.0,1.2,89.4,-0.23,0,0,0,0,0
114195,2014-12-20 09:00:00,-1.03,287.0,1.8,83.7,-0.22,0,0,0,0,0
114198,2014-12-20 12:00:00,1.92,355.0,3.0,77.6,0.07,0,0,0,0,0
114201,2014-12-20 15:00:00,-0.13,260.0,4.7,81.2,0.02,0,0,0,0,0
114204,2014-12-20 18:00:00,-0.36,216.0,3.9,77.3,0.01,0,0,0,0,0
114207,2014-12-20 21:00:00,-0.77,265.0,2.6,82.6,-0.25,0,0,0,0,0
114210,2014-12-21 00:00:00,-0.87,281.0,3.9,83.0,-0.6,0,0,0,0,0
114213,2014-12-21 03:00:00,-1.4,279.0,5.2,83.4,-1.0,0,0,0,0,0
114216,2014-12-21 06:00:00,-1.23,268.0,5.2,89.1,-0.92,0,0,0,0,0
114219,2014-12-21 09:00:00,-0.87,264.0,7.0,77.6,-0.95,0,0,0,0,0
114222,2014-12-21 12:00:00,-0.22,239.0,3.2,73.0,-0.21,0,0,0,0,0
114225,2014-12-21 15:00:00,-0.35,262.0,3.3,79.6,-0.18,0,0,0,0,0
114228,2014-12-21 18:00:00,-0.19,266.0,2.7,81.3,-0.07,0,0,0,0,0
114231,2014-12-21 21:00:00,-0.28,340.0,1.6,80.8,-0.06,0,0,0,0,0
114234,2014-12-22 00:00:00,-0.64,17.0,3.2,91.2,-0.07,0,0,0,0,0
114237,2014-12-22 03:00:00,-0.67,27.0,4.1,93.2,-0.11,0,0,0,0,0
114240,2014-12-22 06:00:00,-0.15,32.0,6.5,84.0,-0.21,0,0,0,0,0
114243,2014-12-22 09:00:00,0.8,36.0,7.1,86.0,-0.04,0,0,0,0,0
114246,2014-12-22 12:00:00,0.47,38.0,9.6,91.7,0.01,0,0,0,0,0
114249,2014-12-22 15:00:00,0.5,51.0,9.9,91.6,0.01,0,0,0,0,0
114252,2014-12-22 18:00:00,0.38,43.0,7.0,87.6,0.01,0,0,0,0,0
114255,2014-12-22 21:00:00,0.12,60.0,9.3,92.5,0.01,0,0,0,0,0
114258,2014-12-23 00:00:00,0.25,81.0,8.9,92.9,0.01,0,0,0,0,0
114261,2014-12-23 03:00:00,0.38,84.0,8.4,92.0,0.01,0,0,0,0,0
114264,2014-12-23 06:00:00,-0.51,104.0,8.3,95.5,0.01,0,0,0,0,0
114267,2014-12-23 09:00:00,-0.87,110.0,13.6,96.7,0.01,0,0,0,0,0
114270,2014-12-23 12:00:00,-0.9,120.0,14.6,96.8,0.02,0,0,0,0,0
114273,2014-12-23 15:00:00,-0.77,193.0,7.5,97.0,0.03,0,0,0,0,0
114276,2014-12-23 18:00:00,-1.03,209.0,6.4,97.1,0.02,0,0,0,0,0
114279,2014-12-23 21:00:00,-0.77,264.0,5.0,97.1,0.01,0,0,0,0,0
114282,2014-12-24 00:00:00,-1.4,271.0,3.6,97.4,-0.01,0,0,0,0,0
114285,2014-12-24 03:00:00,-2.02,278.0,1.2,97.5,-0.02,0,0,0,0,0
114288,2014-12-24 06:00:00,-1.3,342.0,1.5,97.3,0.02,0,0,0,0,0
114291,2014-12-24 09:00:00,-0.18,282.0,0.6,97.1,0.07,0,0,0,0,0
114294,2014-12-24 12:00:00,0.67,269.0,2.0,97.1,0.13,0,0,0,0,0
114297,2014-12-24 15:00:00,-0.03,253.0,4.5,96.4,0.11,0,0,0,0,0
114300,2014-12-24 18:00:00,-0.45,262.0,4.8,91.6,0.09,0,0,0,0,0
114303,2014-12-24 21:00:00,-1.79,256.0,2.4,85.7,0.01,0,0,0,0,0
114306,2014-12-25 00:00:00,-3.24,359.0,1.7,89.4,-0.05,0,0,0,0,0
114309,2014-12-25 03:00:00,-4.35,20.0,2.5,91.8,-0.16,0,0,0,0,0
114312,2014-12-25 06:00:00,-1.66,35.0,7.2,88.5,-0.08,0,0,0,0,0
114315,2014-12-25 09:00:00,-0.9,38.0,9.5,90.2,0.01,0,0,0,0,0
114318,2014-12-25 12:00:00,-0.31,38.0,9.5,93.8,0.04,0,0,0,0,0
114321,2014-12-25 15:00:00,-0.12,40.0,8.8,89.8,0.06,0,0,0,0,0
114324,2014-12-25 18:00:00,0.35,47.0,7.2,93.2,0.04,0,0,0,0,0
114327,2014-12-25 21:00:00,-0.08,62.0,5.7,95.6,0.01,0,0,0,0,0
114330,2014-12-26 00:00:00,-0.01,30.0,5.2,96.4,0.02,0,0,0,0,0
114333,2014-12-26 03:00:00,-0.05,14.0,4.4,96.9,0.02,0,0,0,0,0
114336,2014-12-26 06:00:00,0.09,12.0,4.4,97.2,0.05,0,0,0,0,0
114339,2014-12-26 09:00:00,0.87,9.0,3.3,96.9,0.07,0,0,0,0,0
114342,2014-12-26 12:00:00,-0.39,272.0,3.4,96.7,0.16,0,0,0,0,0
114345,2014-12-26 15:00:00,-0.45,232.0,9.8,93.2,0.1,0,0,0,0,0
114348,2014-12-26 18:00:00,-0.67,230.0,8.7,77.0,0.09,0,0,0,0,0
114351,2014-12-26 21:00:00,-1.4,245.0,10.0,78.0,0.0,0,0,0,0,0
114354,2014-12-27 00:00:00,-2.39,242.0,7.5,92.8,-0.04,0,0,0,0,0
114357,2014-12-27 03:00:00,-1.27,248.0,11.2,78.3,-0.03,0,0,0,0,0
114360,2014-12-27 06:00:00,-1.36,237.0,11.3,75.8,-0.04,0,0,0,0,0
114363,2014-12-27 09:00:00,-1.3,241.0,10.2,80.9,-0.02,0,0,0,0,0
114366,2014-12-27 12:00:00,-0.87,234.0,10.9,71.8,0.04,0,0,0,0,0
114369,2014-12-27 15:00:00,-0.41,232.0,10.8,73.8,0.09,0,0,0,0,0
114372,2014-12-27 18:00:00,-0.88,232.0,9.5,72.0,0.01,0,0,0,0,0
114375,2014-12-27 21:00:00,-1.43,234.0,6.4,69.7,-0.1,0,0,0,0,0
114378,2014-12-28 00:00:00,-1.27,253.0,7.6,81.3,-0.22,0,0,0,0,0
